"start_text","end","text","start_sub","stop","speaker"
241000,243000,"Oh, little Maya!",239500,242400,"SPEAKER_12"
243000,245000,"Oh, get this hurry!",243000,243200,"SPEAKER_03"
245000,247000,"You're so mean!",243600,245300,"SPEAKER_06"
247000,249000,"Little Maya's drifting off.",243600,245300,"SPEAKER_06"
249000,252000,"Seems we're stranded, and that's not a bad thing.",247100,249100,"SPEAKER_12"
252000,255000,"The aiders shouldn't swim about like that.",249600,254500,"SPEAKER_06"
262000,265000,"Aren't you scared to get over to your side?",259400,260100,"SPEAKER_08"
265000,267000,"You must be brave, North Maiden!",262600,269200,"SPEAKER_04"
267000,269000,"I'll catch you so you won't fall, okay?",262600,269200,"SPEAKER_04"
273000,275000,"Oh!",272200,273000,"SPEAKER_08"
276000,279000,"I told you so, the branch didn't break, did it?",274800,275200,"SPEAKER_04"
279000,281000,"Thank you for saving me!",276800,279500,"SPEAKER_04"
281000,285000,"Whoa!",279800,281200,"SPEAKER_04"
285000,287000,"Ah!",281800,284000,"SPEAKER_04"
288000,289000,"Ah!",287800,288300,"SPEAKER_04"
289000,291000,"Are you all right, Moomin?",288900,290700,"SPEAKER_04"
291000,293000,"I can stand up, Snorke Maiden!",290700,290800,"SPEAKER_08"
293000,295000,"Look, the water's only ankle deep!",291400,296000,"SPEAKER_04"
295000,297000,"Really?",291400,296000,"SPEAKER_04"
299000,301000,"Ah!",297200,300100,"SPEAKER_08"
301000,304000,"Are you all right, Snorke Maiden?",297200,300100,"SPEAKER_08"
304000,306000,"Yes, it's so shallow.",302400,305800,"SPEAKER_04"
311000,313000,"Wonder where I'm gonna end up.",310300,311000,"SPEAKER_04"
313000,316000,"Doesn't matter, I rather like this boat.",311500,313000,"SPEAKER_03"
316000,317000,"I'm gonna make some noise.",314700,315100,"SPEAKER_08"
317000,319000,"I'll go back to sleep for a while.",317000,317200,"SPEAKER_08"
326000,328000,"It's getting dark, isn't it?",326000,327500,"SPEAKER_04"
328000,330000,"Oh?",326000,327500,"SPEAKER_04"
334000,336000,"Yes, try them!",328800,329200,"SPEAKER_04"
336000,338000,"Look there!",336000,336800,"SPEAKER_04"
338000,339000,"A fire!",338000,338400,"SPEAKER_04"
339000,341000,"Must be people over there.",338000,338400,"SPEAKER_04"
341000,343000,"Yes!",339400,340900,"SPEAKER_04"
346000,351000,"Of course I forgotten tonight's mid-summer eve!",341100,342000,"SPEAKER_04"
377000,379000,"What a strange catch!",372800,373400,"SPEAKER_08"
393000,395000,"So the Moomin's split up.",391000,391000,"SPEAKER_09"
393000,395000,"So the Moomin's split up.",391000,392000,"SPEAKER_03"
395000,397000,"Are they in trouble, little Mai?",393200,395900,"SPEAKER_09"
397000,4e+05,"Yeah, seems I was probably the luckiest one as usual.",396800,401300,"SPEAKER_03"
4e+05,402000,"More!",396800,401300,"SPEAKER_03"
402000,405000,"I'm sorry you can't have anymore, that's all I have.",401700,404400,"SPEAKER_09"
405000,408000,"I don't believe you, your bag's still full.",401700,404400,"SPEAKER_09"
408000,410000,"Yes, but not with food, little Mai.",407800,409700,"SPEAKER_09"
410000,412000,"What's in it then?",409900,410900,"SPEAKER_03"
412000,414000,"You'll soon find out.",411500,412600,"SPEAKER_09"
417000,418000,"Where are we going?",416700,417700,"SPEAKER_03"
418000,419000,"To a park.",417800,418800,"SPEAKER_09"
419000,422000,"I hope there's a hot dog stand there.",418800,420600,"SPEAKER_03"
436000,440000,"Those two over there are the park keeper and his wife.",418800,420600,"SPEAKER_03"
440000,442000,"Look, they're always watching.",439100,441100,"SPEAKER_10"
442000,446000,"They guard a lot of poor orphans who come to the park every day.",441500,441700,"SPEAKER_10"
446000,448000,"Really?",444000,447300,"SPEAKER_10"
448000,450000,"Look over there!",447400,447900,"SPEAKER_04"
454000,456000,"Unbelievable!",449000,449700,"SPEAKER_10"
466000,469000,"Hey, what's this?",454400,455300,"SPEAKER_04"
471000,473000,"Hey kids!",468200,469400,"SPEAKER_03"
473000,476000,"Come on everybody, we're here to let you out!",471800,472500,"SPEAKER_09"
476000,478000,"Come quickly, hurry!",473800,477700,"SPEAKER_09"
478000,479000,"Huh?",477900,480200,"SPEAKER_02"
479000,480000,"We can't go anywhere.",477900,480200,"SPEAKER_02"
480000,483000,"We have to sit right here so they can see us.",477900,480200,"SPEAKER_02"
483000,486000,"Yeah, otherwise they might lose one of us.",480600,485900,"SPEAKER_02"
486000,491000,"What a lot of signs, no walking on grass, no shouting, no running!",480600,485900,"SPEAKER_02"
491000,493000,"What a lot of rules!",486500,495300,"SPEAKER_03"
493000,495000,"Why are they good for a snuffkin?",486500,495300,"SPEAKER_03"
495000,496000,"Nothing.",486500,495300,"SPEAKER_03"
496000,497000,"Nothing at all.",495600,499300,"SPEAKER_09"
497000,5e+05,"And that's why we're going to pull them up.",495600,499300,"SPEAKER_09"
5e+05,501000,"No, you mustn't.",495600,499300,"SPEAKER_09"
501000,503000,"I don't think one is allowed to do that.",500300,505500,"SPEAKER_02"
503000,505000,"And you have to walk on the grass.",500300,505500,"SPEAKER_02"
505000,506000,"Yes indeed.",500300,505500,"SPEAKER_02"
506000,508000,"And I really like walking on the grass.",505900,510100,"SPEAKER_09"
508000,509000,"I always have.",505900,510100,"SPEAKER_09"
511000,512000,"No buts.",505900,510100,"SPEAKER_09"
512000,514000,"Come on everybody, let's make a start.",511900,514500,"SPEAKER_09"
515000,517000,"That looks like fun, I'll pull some too.",511900,514500,"SPEAKER_09"
523000,525000,"What are you doing?",521400,523600,"SPEAKER_03"
525000,526000,"Can't you read?",521400,523600,"SPEAKER_03"
526000,529000,"There's a sign saying it's forbidden to pull a charge.",525700,530600,"SPEAKER_00"
529000,530000,"This one?",525700,530600,"SPEAKER_00"
530000,531000,"Yeah!",525700,530600,"SPEAKER_00"
531000,533000,"Oh, oh, oh!",531000,532600,"SPEAKER_00"
533000,534000,"Oh!",531000,532600,"SPEAKER_00"
534000,535000,"Oh!",531000,532600,"SPEAKER_00"
535000,536000,"Oh!",531000,532600,"SPEAKER_00"
538000,539000,"Oh!",531000,532600,"SPEAKER_00"
539000,540000,"Oh!",531000,532600,"SPEAKER_00"
540000,541000,"Oh!",531000,532600,"SPEAKER_00"
541000,542000,"Oh!",531000,532600,"SPEAKER_00"
543000,544000,"Oh!",531000,532600,"SPEAKER_00"
544000,545000,"Oh!",544000,544500,"SPEAKER_08"
545000,547000,"I'm beautiful sign!",544000,544500,"SPEAKER_08"
547000,548000,"Oh!",546000,546000,"SPEAKER_00"
548000,549000,"Bye bye!",546000,546000,"SPEAKER_00"
549000,550000,"Oh!",546000,546000,"SPEAKER_00"
550000,551000,"Oh!",546000,546000,"SPEAKER_00"
551000,552000,"Oh!",546000,546000,"SPEAKER_00"
552000,553000,"There you free!",546000,546000,"SPEAKER_00"
553000,554000,"Go run!",552700,554600,"SPEAKER_10"
554000,555000,"Okay!",552700,554600,"SPEAKER_10"
560000,561000,"Stop!",552700,554600,"SPEAKER_10"
561000,562000,"Wait!",552700,554600,"SPEAKER_10"
562000,563000,"Oh!",552700,554600,"SPEAKER_10"
566000,567000,"What the hell?",562600,562800,"SPEAKER_07"
567000,568000,"Oh!",566100,568800,"SPEAKER_07"
568000,569000,"My goodness!",566100,568800,"SPEAKER_07"
569000,571000,"Those little balls are shining!",566100,568800,"SPEAKER_07"
573000,574000,"Oh!",569900,571400,"SPEAKER_04"
574000,575000,"Oh!",569900,571400,"SPEAKER_04"
575000,576000,"Oh!",569900,571400,"SPEAKER_04"
576000,577000,"Oh!",575800,575900,"SPEAKER_04"
577000,578000,"Oh!",575800,575900,"SPEAKER_04"
578000,579000,"Oh!",575800,575900,"SPEAKER_04"
579000,582000,"Quick ride, those were hadipatmosies!",578800,579700,"SPEAKER_09"
582000,584000,"Come on everybody, run!",579700,582500,"SPEAKER_09"
590000,592000,"Oh, you got all of here!",589800,589800,"SPEAKER_09"
590000,592000,"Oh, you got all of here!",589800,592500,"SPEAKER_07"
592000,594000,"Someone help!",589800,589800,"SPEAKER_09"
592000,594000,"Someone help!",589800,592500,"SPEAKER_07"
594000,596000,"Someone help!",592800,593000,"SPEAKER_07"
596000,598000,"The rest of me!",595600,603100,"SPEAKER_07"
598000,599000,"Get some!",595600,603100,"SPEAKER_07"
599000,6e+05,"Get away!",595600,603100,"SPEAKER_07"
6e+05,601000,"Quick!",595600,603100,"SPEAKER_07"
601000,603000,"They're terrible!",595600,603100,"SPEAKER_07"
606000,609000,"Where could that floating theater have gone?",605900,608100,"SPEAKER_09"
609000,612000,"They're still following us!",605900,608100,"SPEAKER_09"
615000,618000,"Come on, you kids, you can go wherever you want!",609700,611200,"SPEAKER_03"
618000,619000,"Do what you like!",615400,618000,"SPEAKER_09"
619000,621000,"Yeah, but I don't know what I want!",618200,619100,"SPEAKER_03"
621000,622000,"Me, me, sir!",619800,622500,"SPEAKER_03"
622000,623000,"No, me!",619800,622500,"SPEAKER_03"
623000,626000,"I think they want to go with you, Snuffkin!",619800,622500,"SPEAKER_03"
626000,629000,"But I don't know anything about small children.",623800,626000,"SPEAKER_03"
629000,631000,"I'm not sure I even like them!",626300,628400,"SPEAKER_09"
631000,633000,"All we have to do is find a theater!",629400,630900,"SPEAKER_09"
633000,635000,"Mum and Mama will know what to do!",631300,635100,"SPEAKER_03"
635000,637000,"In that case, let's go!",631300,635100,"SPEAKER_03"
637000,638000,"Mum!",635600,636900,"SPEAKER_09"
638000,639000,"Mum!",635600,636900,"SPEAKER_09"
639000,640000,"Mum!",635600,636900,"SPEAKER_09"
640000,641000,"Mum!",635600,636900,"SPEAKER_09"
641000,642000,"Mum!",635600,636900,"SPEAKER_09"
642000,644000,"Mum!",635600,636900,"SPEAKER_09"
644000,645000,"Mum!",635600,636900,"SPEAKER_09"
649000,650000,"Oh, house!",635600,636900,"SPEAKER_09"
650000,651000,"Yes, and look!",635600,636900,"SPEAKER_09"
651000,653000,"All the lights are on!",635600,636900,"SPEAKER_09"
653000,655000,"Maybe they're celebrating with some relief!",635600,636900,"SPEAKER_09"
655000,656000,"Shall we go there?",635600,636900,"SPEAKER_09"
656000,657000,"Yes!",635600,636900,"SPEAKER_09"
658000,659000,"Oh, house!",635600,636900,"SPEAKER_09"
659000,660000,"Yes, and look!",658600,661400,"SPEAKER_04"
660000,661000,"All the lights are on!",658600,661400,"SPEAKER_04"
661000,664000,"Maybe they're celebrating with some relief!",658600,661400,"SPEAKER_04"
664000,665000,"Shall we go there?",662100,665500,"SPEAKER_04"
665000,666000,"Yes!",662100,665500,"SPEAKER_04"
678000,679000,"Oh!",665700,666400,"SPEAKER_04"
679000,680000,"Oh!",678700,679200,"SPEAKER_08"
680000,681000,"Oh!",678700,679200,"SPEAKER_08"
682000,683000,"At last!",678700,679200,"SPEAKER_08"
684000,685000,"Oh!",682800,683500,"SPEAKER_05"
685000,687000,"Hello, happy midsummer!",684200,684500,"SPEAKER_05"
687000,689000,"Thank you!",685100,686800,"SPEAKER_05"
689000,691000,"Happy midsummer!",687900,690100,"SPEAKER_05"
691000,693000,"What can I do for you?",687900,690100,"SPEAKER_05"
693000,696000,"Would you have seen a theater drifting around somewhere, ma'am?",692500,701000,"SPEAKER_04"
696000,697000,"A theater?",692500,701000,"SPEAKER_04"
697000,7e+05,"Yes, you see it drifted away in the flood, and my powers are on it!",692500,701000,"SPEAKER_04"
7e+05,701000,"Oh, dear!",692500,701000,"SPEAKER_04"
701000,703000,"I haven't seen anything like that!",701000,702600,"SPEAKER_05"
703000,705000,"Oh, what a pity!",701000,702600,"SPEAKER_05"
705000,706000,"Thank you!",703400,708100,"SPEAKER_04"
706000,707000,"We'll look elsewhere!",703400,708100,"SPEAKER_04"
707000,709000,"Have a nice midsummer party!",703400,708100,"SPEAKER_04"
709000,710000,"Party?",708900,709400,"SPEAKER_05"
710000,711000,"Oh, yes, a party!",710000,712300,"SPEAKER_05"
711000,713000,"Thank you very much!",710000,712300,"SPEAKER_05"
713000,714000,"Very well, then!",710000,712300,"SPEAKER_05"
714000,716000,"I'll say goodnight!",713400,715400,"SPEAKER_05"
718000,720000,"Did we say something wrong, ma'am?",713400,715400,"SPEAKER_05"
720000,722000,"I don't know!",718600,720600,"SPEAKER_04"
731000,733000,"What's the matter?",731000,731100,"SPEAKER_04"
733000,735000,"I think she's crying!",732200,734900,"SPEAKER_04"
735000,736000,"Oh!",735000,735000,"SPEAKER_04"
737000,738000,"Hello!",735100,735700,"SPEAKER_04"
738000,740000,"Is there anything we can do, anything at all?",737400,742700,"SPEAKER_04"
740000,742000,"Aren't you having a party, ma'am?",737400,742700,"SPEAKER_04"
742000,746000,"No, unfortunately, she's not coming this year either!",737400,742700,"SPEAKER_04"
746000,748000,"Oh, is she?",746000,746100,"SPEAKER_05"
748000,750000,"My aunt and my father's side!",747700,747700,"SPEAKER_05"
750000,754000,"I invite her every year for a midsummer party, but she never comes!",748300,752000,"SPEAKER_05"
754000,755000,"How sad!",752000,759400,"SPEAKER_04"
755000,757000,"You must be very fond of her!",754200,755200,"SPEAKER_05"
757000,759000,"Oh, no! She's an awful person!",755800,756100,"SPEAKER_05"
759000,763000,"If that's how you feel about her, why don't you invite someone else?",755800,756100,"SPEAKER_05"
763000,766000,"She's my only relative!",760000,763400,"SPEAKER_04"
766000,768000,"So invite someone who isn't a relative?",764800,766100,"SPEAKER_04"
768000,769000,"Yes!",766200,771600,"SPEAKER_04"
769000,771000,"Why don't you invite us, for instance?",766200,771600,"SPEAKER_04"
772000,774000,"Oh!",771900,772200,"SPEAKER_04"
774000,776000,"Can one really do things like that?",771900,772200,"SPEAKER_04"
776000,777000,"Just like that?",774100,777100,"SPEAKER_04"
777000,779000,"Of course one can!",774100,777100,"SPEAKER_04"
779000,780000,"Oh, marvelous!",777200,783400,"SPEAKER_04"
780000,782000,"Don't be perfectly honest!",777200,783400,"SPEAKER_04"
782000,784000,"We're very hungry!",777200,783400,"SPEAKER_04"
784000,787000,"I've made lots of extra pancakes!",777200,783400,"SPEAKER_04"
787000,789000,"Please, come in and join me!",787000,790300,"SPEAKER_05"
789000,791000,"Thank you!",787000,790300,"SPEAKER_05"
791000,795000,"Although we have drifted apart tonight, is midsummer's eve?",787000,790300,"SPEAKER_05"
795000,799000,"Let's drink a toast to Mum and Snork Maiden and Little Mai",791700,800600,"SPEAKER_12"
799000,8e+05,"and hope that they're safe!",791700,800600,"SPEAKER_12"
8e+05,803000,"And we better drink to that no-good niece of mine, I guess!",791700,800600,"SPEAKER_12"
803000,805000,"Who's that, Emma?",800500,806600,"SPEAKER_06"
805000,806000,"My only relative!",800500,806600,"SPEAKER_06"
806000,809000,"She lives all alone in a small house by the sea!",800500,806600,"SPEAKER_06"
809000,811000,"Oh, is she all alone for midsummer?",806800,809600,"SPEAKER_06"
811000,815000,"Probably! I always invite me over for pancakes!",809600,811700,"SPEAKER_11"
815000,820000,"I don't like relatives, and I don't like pancakes, and she's boring, so I don't go!",812200,820300,"SPEAKER_06"
820000,825000,"Well, let's toast her anyway, and here's hoping we'll all be together again very soon!",812200,820300,"SPEAKER_06"
825000,826000,"Cheers!",820300,827900,"SPEAKER_12"
826000,828000,"Good health!",825900,826900,"SPEAKER_08"
831000,833000,"Oh, that was really good!",826900,827000,"SPEAKER_04"
833000,834000,"Everything was delicious!",831700,840900,"SPEAKER_04"
834000,836000,"I think I've eaten too much!",831700,840900,"SPEAKER_04"
836000,838000,"Oh, please have some more!",831700,840900,"SPEAKER_04"
838000,839000,"Oh, this is so nice!",831700,840900,"SPEAKER_04"
839000,841000,"I couldn't eat another thing!",831700,840900,"SPEAKER_04"
841000,842000,"Oh, sad!",831700,840900,"SPEAKER_04"
842000,844000,"It's such fun having someone to cook for!",841600,847300,"SPEAKER_05"
844000,847000,"I'm so pleased you're not at my door!",841600,847300,"SPEAKER_05"
847000,849000,"All that's missing now is a bonfire!",841600,847300,"SPEAKER_05"
849000,852000,"We always have one on midsummer eve!",847400,851800,"SPEAKER_04"
852000,855000,"What a good idea! Let's have one!",847400,851800,"SPEAKER_04"
857000,858000,"Over there!",854600,854600,"SPEAKER_04"
861000,863000,"Help! Help!",857100,857800,"SPEAKER_05"
863000,866000,"Help! Help! Help! Help! Help! Help!",862800,862900,"SPEAKER_05"
866000,868000,"So glad you came!",863600,867100,"SPEAKER_05"
869000,872000,"See these? The flood brought all of them!",867100,867100,"SPEAKER_08"
872000,876000,"They were lying all over the place, so I tied them into one big pile!",869500,875700,"SPEAKER_05"
876000,878000,"Would they make a good bonfire?",869500,875700,"SPEAKER_05"
878000,880000,"Oh, a terrific one!",876100,877900,"SPEAKER_05"
880000,882000,"Definitely!",879900,881100,"SPEAKER_05"
891000,893000,"Oh, wow!",879900,881100,"SPEAKER_05"
909000,913000,"We've walked for miles, but I can't see signs of a theater anywhere!",899600,900300,"SPEAKER_08"
913000,916000,"Oh, don't worry! We'll find it soon!",909900,913500,"SPEAKER_09"
916000,917000,"Huh?",913700,915900,"SPEAKER_03"
917000,919000,"And what's the matter with you?",916600,917200,"SPEAKER_03"
919000,920000,"I'm hungry!",917800,923800,"SPEAKER_03"
920000,921000,"Me too!",917800,923800,"SPEAKER_03"
921000,922000,"And me!",917800,923800,"SPEAKER_03"
922000,924000,"I can't walk anymore!",917800,923800,"SPEAKER_03"
924000,926000,"We don't have any food if you want food!",923900,927300,"SPEAKER_03"
926000,928000,"You'll have to look for it yourself!",923900,927300,"SPEAKER_03"
931000,933000,"Oh, don't cry!",923900,927300,"SPEAKER_03"
933000,935000,"Look over there, little lion!",931400,932800,"SPEAKER_03"
935000,936000,"What?",934600,934600,"SPEAKER_09"
936000,938000,"Over there, hidden behind the trees!",936000,936000,"SPEAKER_10"
936000,938000,"Over there, hidden behind the trees!",936000,937600,"SPEAKER_09"
938000,939000,"Whoa, I have!",937800,938700,"SPEAKER_03"
939000,940000,"And the lights are on!",938700,939700,"SPEAKER_09"
940000,942000,"We're safe!",938700,939700,"SPEAKER_09"
950000,952000,"Oh, look at that!",940500,941300,"SPEAKER_09"
959000,964000,"Hey, kids, you can't go eating other people's food!",940500,941300,"SPEAKER_09"
964000,967000,"You can if they are home, and it's just what's left over from a party?",940500,941300,"SPEAKER_09"
967000,970000,"In fact, I will have some myself!",966000,967200,"SPEAKER_09"
970000,973000,"It's amazing! I'm always so lucky!",967600,970600,"SPEAKER_09"
974000,976000,"Now we must pick nine flowers!",973900,974100,"SPEAKER_09"
976000,978000,"Why is that Snorke-Middon?",974300,974400,"SPEAKER_08"
978000,979000,"I don't really know!",976800,979200,"SPEAKER_03"
979000,981000,"It's always nine or seven of something!",976800,979200,"SPEAKER_03"
981000,983000,"Okay, nine flowers!",979200,979700,"SPEAKER_08"
983000,985000,"No, not the same kind!",979200,979700,"SPEAKER_08"
985000,987000,"You must pick nine different flowers!",979200,979700,"SPEAKER_08"
987000,989000,"A memory you do!",985300,987600,"SPEAKER_04"
989000,992000,"You turn around, and then you turn around!",988600,989600,"SPEAKER_05"
992000,994000,"And then you turn around!",989700,992700,"SPEAKER_04"
994000,996000,"And then you turn around!",993200,994600,"SPEAKER_04"
996000,998000,"And then you turn around!",993200,994600,"SPEAKER_04"
998000,1e+06,"And then you turn around!",996200,1e+06,"SPEAKER_04"
1e+06,1002000,"And then you turn around!",996200,1e+06,"SPEAKER_04"
1002000,1005000,"You turn around seven times like this!",1000200,1001200,"SPEAKER_05"
1007000,1009000,"I get it!",1002100,1004600,"SPEAKER_04"
1022000,1027000,"And then you walk backward until you reach a well!",1022000,1022700,"SPEAKER_04"
1027000,1031000,"And then, when you look down into the well,",1022900,1025700,"SPEAKER_04"
1031000,1034000,"there you'll see the man you're going to marry!",1030900,1033700,"SPEAKER_04"
1034000,1037000,"How did I get him up?",1030900,1033700,"SPEAKER_04"
1037000,1040000,"I think I see him! What a clever well!",1036800,1039400,"SPEAKER_04"
1040000,1042000,"That I must try!",1036800,1039400,"SPEAKER_04"
1056000,1058000,"I'd like someone more romantic!",1055700,1057000,"SPEAKER_05"
1058000,1059000,"Got you!",1057000,1057300,"SPEAKER_04"
1059000,1061000,"What are you doing?",1058400,1058500,"SPEAKER_15"
1061000,1063000,"I'm quietly now!",1060300,1062000,"SPEAKER_15"
1063000,1066000,"Oh, all we did is pick some unprotected wild flowers!",1062100,1062800,"SPEAKER_04"
1066000,1068000,"I know what you did!",1063300,1066300,"SPEAKER_04"
1068000,1070000,"Hey, Snorke-Middon!",1067500,1069000,"SPEAKER_04"
1070000,1071000,"Moonman!",1069300,1070800,"SPEAKER_04"
1071000,1074000,"Ha! You know each other! That makes it conspiracy!",1070900,1073400,"SPEAKER_15"
1074000,1077000,"But I tell you, we've done nothing wrong, nothing at all!",1073400,1076200,"SPEAKER_04"
1077000,1079000,"We were only celebrating!",1073400,1076200,"SPEAKER_04"
1079000,1080000,"Better for you, if you haven't!",1078600,1079800,"SPEAKER_15"
1080000,1083000,"But why? Can't you light a bonfire here, sir?",1080000,1080000,"SPEAKER_15"
1080000,1083000,"But why? Can't you light a bonfire here, sir?",1080000,1080100,"SPEAKER_04"
1083000,1087000,"I must warn you that all you say will be used against you!",1081800,1082600,"SPEAKER_15"
1088000,1090000,"I have a complaint from the parkkeeper!",1083400,1102700,"SPEAKER_15"
1090000,1093000,"You pulled up these signs from his park and you burnt them!",1083400,1102700,"SPEAKER_15"
1093000,1094000,"That's not true!",1083400,1102700,"SPEAKER_15"
1094000,1096000,"It is true that we burnt them, sir,",1083400,1102700,"SPEAKER_15"
1096000,1098000,"but we didn't take them from any park!",1083400,1102700,"SPEAKER_15"
1098000,1100000,"They were brought here by the flood!",1083400,1102700,"SPEAKER_15"
1100000,1102000,"Older-dash! Here's the evidence!",1083400,1102700,"SPEAKER_15"
1103000,1105000,"I've caught you when that's that!",1083400,1102700,"SPEAKER_15"
1112000,1114000,"Oh, I caught something!",1103500,1105100,"SPEAKER_15"
1115000,1117000,"Oh, it's just a piece of wood!",1114900,1115100,"SPEAKER_03"
1117000,1118000,"Had any ideas here?",1117000,1117100,"SPEAKER_11"
1118000,1121000,"Not a single one. How about you, Mama?",1117300,1118300,"SPEAKER_11"
1121000,1123000,"Same here, I'm afraid.",1118300,1121200,"SPEAKER_12"
1123000,1126000,"I just can't seem to think of anything at all!",1123000,1125500,"SPEAKER_11"
1133000,1136000,"You wouldn't have any ideas about what we should do next, would you, Emma?",1127800,1128100,"SPEAKER_11"
1136000,1137000,"About what?",1133100,1136600,"SPEAKER_11"
1137000,1141000,"Some ideas about how to let the children know where we are, of course.",1136600,1137100,"SPEAKER_06"
1142000,1143000,"How does anyone?",1137100,1141500,"SPEAKER_11"
1144000,1145000,"No where a theater is.",1142600,1145400,"SPEAKER_06"
1146000,1147000,"I don't know.",1146000,1147000,"SPEAKER_12"
1147000,1148000,"Please tell us.",1146000,1147000,"SPEAKER_12"
1149000,1150000,"Well, you put on a play.",1147300,1148500,"SPEAKER_06"
1151000,1152000,"A play?",1149200,1150800,"SPEAKER_06"
1152000,1153000,"Yes, that is correct.",1151100,1151100,"SPEAKER_12"
1152000,1153000,"Yes, that is correct.",1151100,1152200,"SPEAKER_08"
1153000,1156000,"This is a theater, and when you put on a new play,",1152200,1165100,"SPEAKER_06"
1156000,1158000,"everybody comes walking to see it.",1152200,1165100,"SPEAKER_06"
1158000,1161000,"They come to laugh, to cry, to shout, and to applaud.",1152200,1165100,"SPEAKER_06"
1161000,1164000,"And when your children hear of it, they will be hearing a flash.",1152200,1165100,"SPEAKER_06"
1164000,1166000,"What a splendid idea, Emma!",1152200,1165100,"SPEAKER_06"
1166000,1168000,"That's exactly what we'll do.",1165200,1166000,"SPEAKER_06"
1170000,1172000,"I'm sorry, we can't put on a play.",1169400,1172200,"SPEAKER_06"
1172000,1173000,"Why not?",1169400,1172200,"SPEAKER_06"
1173000,1177000,"We have no actors. They are pests, but one can't do without them.",1172600,1173500,"SPEAKER_12"
1177000,1179000,"I can be one.",1173600,1177700,"SPEAKER_06"
1179000,1181000,"And I'm also quite good at acting.",1178000,1178000,"SPEAKER_12"
1179000,1181000,"And I'm also quite good at acting.",1178000,1179300,"SPEAKER_06"
1181000,1183000,"I can act very well.",1179700,1181600,"SPEAKER_11"
1183000,1187000,"There are only three of you, and not one of you, is an experienced professional actor.",1182000,1183600,"SPEAKER_12"
1187000,1190000,"Don't forget, we have you, Emma.",1183600,1187700,"SPEAKER_06"
1190000,1191000,"Me?",1188100,1190200,"SPEAKER_11"
1191000,1197000,"Well, I've always felt that I would make a rather good Shakespearean heroine.",1190200,1191000,"SPEAKER_06"
1197000,1201000,"And we can each have many parts, as long as they're not all on the stage at the same time.",1191700,1197300,"SPEAKER_06"
1201000,1203000,"He isn't at so moment, Papa.",1197300,1197300,"SPEAKER_11"
1201000,1203000,"He isn't at so moment, Papa.",1197300,1203400,"SPEAKER_11"
