"start_text","end","text","start_sub","stop","speaker"
559000,562000,"Well, don't worry, snork maiden. Of course he can.",558000,559000,"SPEAKER_09"
562000,567000,"Oh, what's this I can't turn on!",559500,562000,"SPEAKER_06"
567000,569000,"Oh!",562400,566100,"SPEAKER_09"
577000,579000,"Oh, he's hit a tree.",572400,573000,"SPEAKER_05"
579000,581000,"Come on, hurry!",577600,579200,"SPEAKER_06"
598000,6e+05,"Oh!",591800,591900,"SPEAKER_05"
603000,606000,"Is he dead?",591800,591900,"SPEAKER_05"
606000,608000,"No, he's been knocked out.",606000,607600,"SPEAKER_08"
608000,612000,"He looks dead to me anyway. Where are they? What's happened to the wings?",608000,611800,"SPEAKER_15"
612000,614000,"In the tree.",608000,611800,"SPEAKER_15"
614000,617000,"Ah, he won't want them anymore, so now I can have them.",613500,616700,"SPEAKER_15"
617000,620000,"Now, let me see.",613500,616700,"SPEAKER_15"
628000,632000,"So, did the test flight go all right?",619700,619900,"SPEAKER_15"
632000,635000,"Will someone tell me what happened?",619700,619900,"SPEAKER_15"
635000,639000,"Well, it was fine until the very end.",619700,619900,"SPEAKER_15"
639000,642000,"I'm sure that you only need a bit more practice.",637300,639400,"SPEAKER_07"
642000,645000,"Flying isn't the easiest thing to master, you know.",639600,641900,"SPEAKER_07"
645000,650000,"I expect so. Let's hope you don't run out of bandages, though.",643900,646200,"SPEAKER_10"
651000,653000,"Excuse me, snork.",646800,652700,"SPEAKER_07"
653000,655000,"Hmm?",653000,654300,"SPEAKER_10"
655000,657000,"Are you going to use the wings anymore?",654500,656600,"SPEAKER_10"
657000,659000,"I might not. Why?",654500,656600,"SPEAKER_10"
659000,662000,"Oh, well, I'll have them if you don't want them.",657200,657200,"SPEAKER_07"
659000,662000,"Oh, well, I'll have them if you don't want them.",657200,658500,"SPEAKER_02"
662000,664000,"I want to fly in the sky, too.",660300,663000,"SPEAKER_02"
664000,667000,"It looks the most exciting thing I've ever seen.",663600,665100,"SPEAKER_10"
667000,669000,"Oh, please let me have them.",666200,668300,"SPEAKER_02"
669000,672000,"Well, it's not as simple as that moment.",666200,668300,"SPEAKER_02"
672000,675000,"They need testing before the design is done.",669200,674800,"SPEAKER_02"
675000,678000,"Well, it's not as simple as that moment.",669200,674800,"SPEAKER_02"
678000,681000,"They need testing before the design is complete.",675400,680700,"SPEAKER_10"
681000,685000,"But I could do that snork. I know I could do it. Please let me have them.",681000,681000,"SPEAKER_10"
681000,685000,"But I could do that snork. I know I could do it. Please let me have them.",681000,684800,"SPEAKER_02"
685000,688000,"Well, I suppose I could do with some help.",681000,681000,"SPEAKER_10"
685000,688000,"Well, I suppose I could do with some help.",681000,684800,"SPEAKER_02"
688000,691000,"There's a lot to do, fetching and carrying mostly.",685600,687600,"SPEAKER_10"
691000,694000,"You haven't said if I can have the wings or not yet, snork.",688200,690900,"SPEAKER_10"
694000,696000,"Yes, you can, but on one condition.",691300,694100,"SPEAKER_02"
696000,698000,"Anything.",694400,697300,"SPEAKER_10"
698000,702000,"Well, now the blueprints are finished and the wings are more or less right.",697700,701300,"SPEAKER_10"
702000,708000,"I'll need somewhere to build the ship and somewhere to store all the materials so they'll be dry and at hand.",697700,701300,"SPEAKER_10"
708000,711000,"Yes, you will snork. I can see that.",702100,710700,"SPEAKER_10"
711000,715000,"It doesn't have to be much, just a roof will do or and walls.",711000,723600,"SPEAKER_10"
715000,719000,"So that people can't spy on me and steal my ideas.",711000,723600,"SPEAKER_10"
719000,724000,"I can do the building myself, but I'll need some help and when it's finished, you can have the wings.",711000,723600,"SPEAKER_10"
724000,730000,"Great. I'd love to help you. I'd have done that anyway, but now that I can have the wings, I'll work twice as hard.",723600,732800,"SPEAKER_02"
730000,733000,"You won't regret it, snork. I promise you you won't.",723600,732800,"SPEAKER_02"
733000,736000,"Splendid, woman. That settled them.",733000,735800,"SPEAKER_10"
736000,741000,"Perhaps we can get more help. I'm sure that'll be easy. How about it, snuffkin?",733000,735800,"SPEAKER_10"
741000,743000,"Yes, of course.",736400,740900,"SPEAKER_02"
743000,745000,"Will you help us do sniff?",741600,742600,"SPEAKER_02"
745000,747000,"Yes, but I want something too.",745000,749700,"SPEAKER_03"
747000,750000,"I'll let you borrow the wings.",745000,749700,"SPEAKER_03"
750000,754000,"No, I'm far too heavy. I only break them.",749900,754100,"SPEAKER_03"
754000,758000,"Don't worry, sniff. I'm sure I'll think of something you can have.",749900,754100,"SPEAKER_03"
758000,763000,"Oh, as long as it's something nice. Oh, I do love helping people.",754500,758300,"SPEAKER_10"
763000,767000,"You're all heart-sniff. We know that for sure.",758700,762700,"SPEAKER_03"
770000,775000,"I'm sure you'll need some expert help with the shed, snork.",769400,774500,"SPEAKER_06"
785000,787000,"Surely this must be deep enough, Papa?",784800,787100,"SPEAKER_02"
787000,794000,"Oh, no. Lee Moment's always built for posterity. Besides, I like pouring cement.",784800,787100,"SPEAKER_02"
794000,796000,"Okay, Papa.",789000,794700,"SPEAKER_06"
811000,814000,"I've given your present a lot of fortune, all.",810100,810400,"SPEAKER_10"
814000,815000,"Huh?",811800,819200,"SPEAKER_10"
815000,819000,"And I think I'll give you one of my invaluable books on machinery.",811800,819200,"SPEAKER_10"
819000,822000,"Oh? Don't you want it?",811800,819200,"SPEAKER_10"
822000,826000,"Well, if there was something else, I'm not much of a reader.",821000,822000,"SPEAKER_10"
826000,830000,"What about my invaluable fountain pen?",823200,826200,"SPEAKER_03"
830000,832000,"Invaluable fountain pen?",826700,830100,"SPEAKER_10"
832000,834000,"What about my invaluable...",831500,832000,"SPEAKER_03"
834000,837000,"Do you have anything that's not invaluable, snork?",832500,834700,"SPEAKER_10"
837000,840000,"Well, what about a gold coin?",834300,837100,"SPEAKER_03"
840000,843000,"Well, that sounds great. A real gold coin?",837500,839700,"SPEAKER_10"
843000,846000,"Oh, boy, yes, that's a deal.",840400,846100,"SPEAKER_03"
866000,869000,"You are digging a very deep hole.",861000,861100,"SPEAKER_02"
869000,872000,"Oh, why don't you stop and have some sandwiches?",868900,869200,"SPEAKER_02"
872000,875000,"Should we do that, Papa? Go on.",869600,872200,"SPEAKER_02"
875000,877000,"Yes, I think we can stop now.",874900,876900,"SPEAKER_06"
877000,879000,"Sniff and your brother are in the woods.",876800,878800,"SPEAKER_02"
879000,881000,"Yes, I know. I heard them.",876800,878800,"SPEAKER_02"
888000,890000,"Hi, snork maiden.",879400,881200,"SPEAKER_02"
892000,894000,"Oh, no.",888600,890100,"SPEAKER_15"
894000,897000,"Wait a minute. I want to ask you something.",892700,894000,"SPEAKER_15"
897000,898000,"What is it?",894500,901400,"SPEAKER_15"
898000,902000,"Tell me, snork maiden, is it true that your brother gave those wings to a woman?",894500,901400,"SPEAKER_15"
902000,906000,"Yes, it is. He's helping snork to build the shed his payment.",894500,901400,"SPEAKER_15"
906000,911000,"I thought they'd been broken up. They hit that tree very hard.",905700,905800,"SPEAKER_02"
911000,913000,"Well, my brother's repairing them.",906900,906900,"SPEAKER_15"
911000,913000,"Well, my brother's repairing them.",906900,918200,"SPEAKER_02"
913000,916000,"Will you let me pass? I've got to take his lunch to him.",906900,906900,"SPEAKER_15"
913000,916000,"Will you let me pass? I've got to take his lunch to him.",906900,918200,"SPEAKER_02"
916000,918000,"And will he be able to repair them?",906900,906900,"SPEAKER_15"
916000,918000,"And will he be able to repair them?",906900,918200,"SPEAKER_02"
918000,921000,"He can repair anything.",906900,906900,"SPEAKER_15"
918000,921000,"He can repair anything.",906900,918200,"SPEAKER_02"
922000,924000,"Mmm.",918700,920700,"SPEAKER_02"
924000,927000,"Gosh, what a lot of wood you've got.",923500,924200,"SPEAKER_10"
927000,931000,"Well, the shed has to be a lot bigger than my flying ship.",924900,927400,"SPEAKER_02"
931000,934000,"Moving and moving Papa are digging holes. They sure are deep.",927500,931000,"SPEAKER_10"
934000,939000,"Everybody's being very kind, very kind indeed.",931300,934400,"SPEAKER_02"
941000,945000,"Mama's cooking and Snuffkin's gone to get nails.",934900,938800,"SPEAKER_10"
945000,948000,"There are some other things I need him to get as well.",941600,944800,"SPEAKER_02"
948000,950000,"Will you write them down?",945300,948500,"SPEAKER_10"
951000,954000,"Of course I will, snork. Oh, you're such a planner.",950900,954000,"SPEAKER_02"
954000,958000,"Well, I'm afraid all famous inventors have to be.",950900,954000,"SPEAKER_02"
968000,974000,"Whether it was Snork's planning or the fact that everyone in Moomin Valley helped in some way or other,",954200,957600,"SPEAKER_10"
974000,978000,"the hangar or boat house was finished in record time.",973900,977400,"SPEAKER_01"
980000,982000,"I'm going to take a look.",973900,977400,"SPEAKER_01"
982000,984000,"I'm going to take a look.",973900,977400,"SPEAKER_01"
984000,986000,"I'm going to take a look.",973900,977400,"SPEAKER_01"
986000,988000,"I'm going to take a look.",973900,977400,"SPEAKER_01"
988000,990000,"I'm going to take a look.",973900,977400,"SPEAKER_01"
990000,992000,"I'm going to take a look.",973900,977400,"SPEAKER_01"
992000,994000,"I'm going to take a look.",973900,977400,"SPEAKER_01"
994000,996000,"I'm going to take a look.",973900,977400,"SPEAKER_01"
996000,998000,"I'm going to take a look.",973900,977400,"SPEAKER_01"
998000,1e+06,"I'm going to take a look.",973900,977400,"SPEAKER_01"
1e+06,1002000,"I'm going to take a look.",973900,977400,"SPEAKER_01"
1002000,1004000,"I'm going to take a look.",973900,977400,"SPEAKER_01"
1004000,1006000,"I'm going to take a look.",973900,977400,"SPEAKER_01"
1006000,1008000,"I'm going to take a look.",973900,977400,"SPEAKER_01"
1019000,1021000,"Here.",973900,977400,"SPEAKER_01"
1021000,1024000,"Moomin's here.",973900,977400,"SPEAKER_01"
1024000,1026000,"Come in, Moomin!",1022300,1023300,"SPEAKER_02"
1026000,1029000,"Thank you for all your help.",1024500,1026300,"SPEAKER_10"
1029000,1032000,"You did so much that these wings are hardly paymented enough.",1027400,1028800,"SPEAKER_10"
1032000,1034000,"But if you're happy with them,",1029500,1034400,"SPEAKER_10"
1034000,1037000,"Oh no, it was great fun building the shed.",1029500,1034400,"SPEAKER_10"
1037000,1041000,"I changed the design a bit, so it's easier to take off and land,",1034600,1037900,"SPEAKER_02"
1041000,1044000,"and turning shouldn't be a problem anymore.",1037300,1043600,"SPEAKER_10"
1044000,1048000,"You must remember to give yourself plenty of time though, woman.",1037300,1043600,"SPEAKER_10"
1048000,1051000,"Thank you, Snork. I can't wait to try them out.",1044500,1047800,"SPEAKER_10"
1051000,1053000,"I'm so excited. I don't think I'll sleep tonight.",1048400,1057900,"SPEAKER_02"
1053000,1055000,"Are you trying them out tomorrow?",1048400,1057900,"SPEAKER_02"
1055000,1058000,"As soon as I can. You will be careful.",1048400,1057900,"SPEAKER_02"
1058000,1062000,"You must practice a lot just above the ground to get used to wearing them",1048400,1057900,"SPEAKER_02"
1062000,1064000,"before you try to go too high.",1058700,1064200,"SPEAKER_10"
1064000,1066000,"I don't want anything to happen to you.",1058700,1064200,"SPEAKER_10"
1066000,1068000,"Well, practice, I promise.",1064300,1066200,"SPEAKER_10"
1074000,1076000,"Where are you going to practice tomorrow?",1069500,1069600,"SPEAKER_05"
1076000,1078000,"I haven't decided.",1074400,1077500,"SPEAKER_02"
1080000,1083000,"I'll find somewhere when I come out tomorrow,",1080000,1080500,"SPEAKER_02"
1083000,1085000,"perhaps on that small hill near the cliff.",1080900,1085600,"SPEAKER_02"
1085000,1087000,"But that can't be too dangerous.",1080900,1085600,"SPEAKER_02"
1087000,1089000,"I'll see you there.",1086000,1088700,"SPEAKER_02"
1093000,1095000,"Hey!",1093000,1093800,"SPEAKER_05"
1100000,1102000,"Hey!",1094600,1094600,"SPEAKER_02"
1100000,1102000,"Hey!",1094600,1095100,"SPEAKER_05"
1123000,1125000,"Hey!",1094600,1094600,"SPEAKER_02"
1123000,1125000,"Hey!",1094600,1095100,"SPEAKER_05"
1137000,1140000,"Hi, Moments! Where have you put the wings?",1094600,1094600,"SPEAKER_02"
1137000,1140000,"Hi, Moments! Where have you put the wings?",1094600,1095100,"SPEAKER_05"
1143000,1145000,"On the table outside.",1137900,1140600,"SPEAKER_03"
1145000,1148000,"You must have gone past them if you came in through the veranda door.",1143200,1148200,"SPEAKER_02"
1149000,1152000,"No, I didn't. They're not there.",1148700,1150100,"SPEAKER_03"
1152000,1154000,"What?",1150800,1151900,"SPEAKER_03"
1158000,1161000,"Oh no, you're right. They're gone.",1152400,1152400,"SPEAKER_02"
1158000,1161000,"Oh no, you're right. They're gone.",1152400,1152800,"SPEAKER_03"
1162000,1164000,"Oh dear, I thought it was my friend.",1158700,1161100,"SPEAKER_02"
1164000,1166000,"What's happened to them?",1163400,1164300,"SPEAKER_02"
1166000,1167000,"Somebody stole them.",1166000,1169800,"SPEAKER_03"
1167000,1170000,"What's the matter with you, too? Is something wrong?",1166800,1167200,"SPEAKER_02"
1170000,1173000,"Yes, somebody stole and Moments wings.",1166800,1167200,"SPEAKER_02"
1173000,1176000,"Well, perhaps they haven't been stolen.",1173000,1175900,"SPEAKER_02"
1177000,1180000,"Of course they have, and I bet I know who did it, too.",1176800,1180200,"SPEAKER_02"
1180000,1182000,"Come on!",1176800,1180200,"SPEAKER_02"
1182000,1184000,"Where are we going? Do you know where they are?",1180500,1182500,"SPEAKER_02"
1192000,1194000,"It's stinky.",1189900,1189900,"SPEAKER_15"
1192000,1194000,"It's stinky.",1189900,1190200,"SPEAKER_05"
1194000,1197000,"Oh, yeah. Well, it certainly didn't take you long.",1193000,1196200,"SPEAKER_02"
1197000,1200000,"Just a minute, stinky. Those are my wings.",1193000,1196200,"SPEAKER_02"
1200000,1203000,"See? I knew it was him.",1197500,1202400,"SPEAKER_02"
1204000,1207000,"Stop! You horrible creature!",1197500,1202400,"SPEAKER_02"
1207000,1209000,"I certainly will back.",1205600,1214000,"SPEAKER_02"
1209000,1211000,"If you give them back, stinky.",1205600,1214000,"SPEAKER_02"
1211000,1213000,"I'll let you try them out later.",1205600,1214000,"SPEAKER_02"
1213000,1214000,"I promise.",1205600,1214000,"SPEAKER_02"
1214000,1216000,"No way, boom, in their mind now.",1214000,1217800,"SPEAKER_04"
1216000,1218000,"I'm going to be a high-flier.",1214000,1217800,"SPEAKER_04"
1218000,1220000,"Look out, moving!",1214000,1217800,"SPEAKER_04"
1223000,1225000,"Oh, stop!",1219100,1220300,"SPEAKER_04"
1225000,1227000,"There we go!",1219100,1220300,"SPEAKER_04"
1227000,1229000,"You're pathetic.",1219100,1220300,"SPEAKER_04"
1229000,1232000,"The wings are mine.",1228400,1229400,"SPEAKER_04"
1232000,1235000,"I'll become a master criminal now.",1230700,1236000,"SPEAKER_04"
1237000,1239000,"All rotten seabing.",1236000,1238900,"SPEAKER_03"
1239000,1242000,"You shouldn't have left them outside, Moments.",1238900,1239000,"SPEAKER_02"
1242000,1245000,"Yeah, but who'd think let each steal them?",1240200,1241700,"SPEAKER_02"
1245000,1247000,"Where his friends? Well, almost.",1242500,1249600,"SPEAKER_02"
1247000,1250000,"I didn't think even stinky would do something like that.",1242500,1249600,"SPEAKER_02"
1250000,1251000,"Well, he did, didn't he?",1249800,1251200,"SPEAKER_02"
1251000,1253000,"Now, don't worry, Moments.",1249800,1251200,"SPEAKER_02"
1253000,1256000,"We'll find him and get them back. I know it.",1251500,1255500,"SPEAKER_02"
1262000,1265000,"Look, Moments. Now he's going towards the sea.",1251500,1255500,"SPEAKER_02"
1268000,1270000,"Oh, no, turn around.",1268000,1268000,"SPEAKER_03"
1268000,1270000,"Oh, no, turn around.",1268000,1269500,"SPEAKER_04"
1270000,1273000,"But stinky didn't know how to maneuver the wings.",1270000,1275200,"SPEAKER_01"
1273000,1276000,"It was taken further and further out.",1270000,1275200,"SPEAKER_01"
1278000,1281000,"Turn around, we'll get turned back.",1275400,1277800,"SPEAKER_04"
1281000,1283000,"Until?",1280500,1280700,"SPEAKER_04"
1284000,1286000,"Oh!",1283700,1285000,"SPEAKER_04"
1290000,1292000,"You're at least he's having a bath for once.",1283700,1285000,"SPEAKER_04"
1292000,1294000,"The wings will be badly damaged.",1290500,1290500,"SPEAKER_03"
1292000,1294000,"The wings will be badly damaged.",1290500,1292500,"SPEAKER_02"
1294000,1297000,"Never mind. Snark will build another pair.",1292500,1294300,"SPEAKER_03"
1297000,1300000,"I sure hope so.",1294800,1297400,"SPEAKER_02"
1314000,1316000,"Oh!",1314000,1314000,"SPEAKER_05"
1327000,1334000,"They love the laughter and they love the living, the moments.",1314000,1314000,"SPEAKER_05"
1334000,1341000,"Believing in sharing and caring and giving the moments.",1327600,1333300,"SPEAKER_12"
1342000,1345000,"They're always happy and always at play.",1334500,1340600,"SPEAKER_12"
1345000,1349000,"The movements are having fun day after day.",1342200,1346400,"SPEAKER_12"
1349000,1353000,"The movements.",1349000,1352400,"SPEAKER_14"
1353000,1357000,"The movements.",1349000,1352400,"SPEAKER_14"
1357000,1364000,"They love the laughter and they love the living, the moments.",1356900,1360800,"SPEAKER_12"
1364000,1370000,"Believing in sharing and caring and giving the moments.",1356900,1360800,"SPEAKER_12"
1371000,1375000,"They're always happy and always at play.",1369100,1369600,"SPEAKER_14"
1375000,1378000,"The movements are having fun day after day.",1371600,1376100,"SPEAKER_12"
1378000,1382000,"The movements.",1376100,1381700,"SPEAKER_14"
1382000,1386000,"The movements.",1376100,1381700,"SPEAKER_14"
1386000,1392000,"The movements.",1382500,1384000,"SPEAKER_14"
