"start_text","end","text","start_sub","stop","speaker"
1066040,1072680,"are they all in bed my dear yes dear sleeping like logs I'm not surprised they all work very very",1053600,1053700,"SPEAKER_04"
1072680,1079880,"hard today I can't wait until the boat's ready and we can sail off somewhere my dear will go anywhere",1070000,1073900,"SPEAKER_08"
1079880,1085800,"in the world you like anywhere at all you've only got to say enough will jolly will go it doesn't",1078200,1085100,"SPEAKER_08"
1085800,1093800,"have to be far dear let's get to bed too we've got an early start the morning oh intellectuals",1085400,1087300,"SPEAKER_05"
1093800,1100600,"like me aren't used to this artwork oh I'm tired out and I can hardly move mama I better put",1087800,1096200,"SPEAKER_08"
1100600,1104520,"these tired legs tonight dear movement papa this will be good for him I think",1096600,1102100,"SPEAKER_08"
1106040,1109240,"oh dear oh dear",1105900,1108300,"SPEAKER_08"
1112520,1116760,"a perfect fit if I may say so yeah well now for the rest of her right",1109000,1109600,"SPEAKER_08"
1116760,1132920,"look at me movement I'm doing the tarring I know little my I'm only doing where you can't",1116000,1117000,"SPEAKER_08"
1132920,1140200,"reach oh all right then sniff you lazy land lever bring me some or tar I won't get it yourself",1130300,1142700,"SPEAKER_04"
1140200,1147640,"you lazy thing you wanted to do it I didn't want to carry tar though and anyway I'm the painter come on",1130300,1142700,"SPEAKER_04"
1147640,1163320,"hurry up moment mama should I cut it all out yes please snook me",1143000,1148300,"SPEAKER_04"
1170760,1177960,"hey feeling all right mr. hemmylin yes thank you you're fixing the boat very quickly yeah we sure",1154500,1157300,"SPEAKER_06"
1177960,1185320,"are should be finished very soon yes I'm sure it will that's what I was afraid of what shall I do",1171900,1181500,"SPEAKER_13"
1185320,1191640,"then snuff can well maybe you can start collecting something else what you think something else like",1183000,1193400,"SPEAKER_13"
1191640,1198280,"what well I don't know anything really how about butterflies no my second cousin does that and",1183000,1193400,"SPEAKER_13"
1198280,1204600,"he's a complete idiot it has to be something interesting ornaments ornaments yeah you could",1194000,1205000,"SPEAKER_13"
1204600,1209720,"collect those forever not scientific well it's up to you but I think you really ought to collect",1194000,1205000,"SPEAKER_13"
1209720,1226920,"something mr. hemmylin uh mama mama quick hurry up we're gonna launch the new boat all right wait",1205000,1211000,"SPEAKER_14"
1226920,1236120,"for me I'm coming the sail you men it is perfect mama come on how you ready everybody I'll count",1226200,1228300,"SPEAKER_03"
1236120,1249320,"to three then pushes hot as you can one two three",1234300,1239000,"SPEAKER_08"
1257320,1261240,"and so with their new boat finally repaired and uncleaned",1256400,1256400,"SPEAKER_01"
1261320,1265240,"movement and the others began to get very excited about their trip from the world",1261300,1265500,"SPEAKER_01"
1265960,1272360,"even snork and mr. hemmylin were in unusually high spirits all aboard for a trial run",1265900,1270100,"SPEAKER_01"
1277240,1282760,"I've decided what I'm going to collect flowers look here's my first sample it's a sweet",1270400,1270400,"SPEAKER_01"
1277240,1282760,"I've decided what I'm going to collect flowers look here's my first sample it's a sweet",1270400,1272600,"SPEAKER_08"
1282760,1292520,"fryer Rosa Robeganosa that's great good for you snork maiden I've just had a new idea for my",1277400,1286000,"SPEAKER_13"
1292520,1300440,"flying ship I'm certain it'll work this time of course it will snork good luck I better get on",1288100,1296000,"SPEAKER_12"
1300440,1308040,"all right start paddling everyone we'll be back soon my dear moment mama take as long as you like",1299300,1303400,"SPEAKER_08"
1308040,1317880,"papa I'll prepare something cold for when you get back one two one two way away to the deep blue yana",1306600,1311200,"SPEAKER_05"
1318840,1321880,"one two one two",1311500,1320900,"SPEAKER_08"
1321880,1339160,"they love the laughter and they love the living the movements believing in sharing and caring and giving the",1321200,1321600,"SPEAKER_08"
1339160,1352840,"movements they're always happy and always at play the movements are having fun day after day the movements",1335300,1341600,"SPEAKER_09"
1353640,1363720,"the movements they love the laughter and they love the living the movements",1347000,1347000,"SPEAKER_00"
1364600,1375960,"believing in sharing and caring and giving the movements they're always happy and goes at play the",1362300,1362900,"SPEAKER_09"
1375960,1392600,"the movements are having fun day after day the movements the movements the movements",1372400,1376400,"SPEAKER_09"
